Agency,Mode,Month,Riders
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2019,2175465
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2019,1699098
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2019,2025321
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2019,1790922
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2019,2052787
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2020,1794959
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2020,1759918
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2020,853913
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2020,293800
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2020,302981
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2020,382069
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2020,393067
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2020,379351
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2020,408609
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2020,463096
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2020,428642
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2020,439717
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2021,419472
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2021,452455
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2021,520996
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2021,501648
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2021,627683
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2021,769555
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2021,1016551
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2021,993837
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2021,1094919
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2021,1825767
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2021,1660909
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2021,1632325
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2022,1286052
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2022,1454459
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2022,1807830
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2022,1886254
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2022,2023829
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2022,2181080
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2022,2192562
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2022,2284639
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2022,2322607
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2022,2388002
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2022,1907400
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2022,1894983
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2023,2075474
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2012,0
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2012,0
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2012,0
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2012,0
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2012,0
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2012,0
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2012,0
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2012,0
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2012,0
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2012,0
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2012,0
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2012,0
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2013,0
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2013,0
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2013,0
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2013,0
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2013,0
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2013,0
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2013,0
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2013,0
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2013,0
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2013,0
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2013,0
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2013,0
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2014,0
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2014,0
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2014,0
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2014,0
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2014,0
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2014,0
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2014,0
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2014,0
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2014,0
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2014,0
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2014,0
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2014,0
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2015,0
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2015,0
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2015,0
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2015,0
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2015,0
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2015,0
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2015,0
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2015,0
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2015,0
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2015,0
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2015,0
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2015,0
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2016,0
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2016,0
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2016,0
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2016,0
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2016,0
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2016,0
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2016,0
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2016,0
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2016,0
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2016,0
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2016,0
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2016,0
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2017,0
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2017,0
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2017,0
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2017,0
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2017,0
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2017,0
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2017,0
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2017,0
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2017,0
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2017,0
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2017,0
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2017,0
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2018,0
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2018,0
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2018,0
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2018,0
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2018,0
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2018,0
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2018,0
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2018,0
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2018,0
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2018,0
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2018,0
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2018,0
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2019,0
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2019,0
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2019,0
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2019,0
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2019,0
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2019,0
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2019,0
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2019,0
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2019,0
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2019,0
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2019,0
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2019,0
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2020,0
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2020,0
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2020,0
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2020,0
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2020,0
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2020,0
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2020,0
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2020,0
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2020,0
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2020,0
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2020,0
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2020,0
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2021,0
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2021,0
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2021,0
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2021,0
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2021,0
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2021,0
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2021,0
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2021,0
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2021,0
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2021,0
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2021,0
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2021,0
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2022,0
Central Puget Sound Regional Transit Authority,Light Rail,2/1/2022,0
Central Puget Sound Regional Transit Authority,Light Rail,3/1/2022,0
Central Puget Sound Regional Transit Authority,Light Rail,4/1/2022,0
Central Puget Sound Regional Transit Authority,Light Rail,5/1/2022,0
Central Puget Sound Regional Transit Authority,Light Rail,6/1/2022,0
Central Puget Sound Regional Transit Authority,Light Rail,7/1/2022,0
Central Puget Sound Regional Transit Authority,Light Rail,8/1/2022,0
Central Puget Sound Regional Transit Authority,Light Rail,9/1/2022,0
Central Puget Sound Regional Transit Authority,Light Rail,10/1/2022,0
Central Puget Sound Regional Transit Authority,Light Rail,11/1/2022,0
Central Puget Sound Regional Transit Authority,Light Rail,12/1/2022,0
Central Puget Sound Regional Transit Authority,Light Rail,1/1/2023,0
Central Puget Sound Regional Transit Authority,Bus,1/1/2012,0
Central Puget Sound Regional Transit Authority,Bus,2/1/2012,0
Central Puget Sound Regional Transit Authority,Bus,3/1/2012,0
Central Puget Sound Regional Transit Authority,Bus,4/1/2012,0
Central Puget Sound Regional Transit Authority,Bus,5/1/2012,0
Central Puget Sound Regional Transit Authority,Bus,6/1/2012,0
Central Puget Sound Regional Transit Authority,Bus,7/1/2012,0
Central Puget Sound Regional Transit Authority,Bus,8/1/2012,0
Central Puget Sound Regional Transit Authority,Bus,9/1/2012,0
Central Puget Sound Regional Transit Authority,Bus,10/1/2012,0
Central Puget Sound Regional Transit Authority,Bus,11/1/2012,0
Central Puget Sound Regional Transit Authority,Bus,12/1/2012,0
Central Puget Sound Regional Transit Authority,Bus,1/1/2013,0
Central Puget Sound Regional Transit Authority,Bus,2/1/2013,0
Central Puget Sound Regional Transit Authority,Bus,3/1/2013,0
Central Puget Sound Regional Transit Authority,Bus,4/1/2013,0
Central Puget Sound Regional Transit Authority,Bus,5/1/2013,0
Central Puget Sound Regional Transit Authority,Bus,6/1/2013,0
Central Puget Sound Regional Transit Authority,Bus,7/1/2013,0
Central Puget Sound Regional Transit Authority,Bus,8/1/2013,0
Central Puget Sound Regional Transit Authority,Bus,9/1/2013,0
Central Puget Sound Regional Transit Authority,Bus,10/1/2013,0
Central Puget Sound Regional Transit Authority,Bus,11/1/2013,0
Central Puget Sound Regional Transit Authority,Bus,12/1/2013,0
Central Puget Sound Regional Transit Authority,Bus,1/1/2014,0
Central Puget Sound Regional Transit Authority,Bus,2/1/2014,0
Central Puget Sound Regional Transit Authority,Bus,3/1/2014,0
Central Puget Sound Regional Transit Authority,Bus,4/1/2014,0
Central Puget Sound Regional Transit Authority,Bus,5/1/2014,0
Central Puget Sound Regional Transit Authority,Bus,6/1/2014,0
Central Puget Sound Regional Transit Authority,Bus,7/1/2014,0
Central Puget Sound Regional Transit Authority,Bus,8/1/2014,0
Central Puget Sound Regional Transit Authority,Bus,9/1/2014,0
Central Puget Sound Regional Transit Authority,Bus,10/1/2014,0
Central Puget Sound Regional Transit Authority,Bus,11/1/2014,0
Central Puget Sound Regional Transit Authority,Bus,12/1/2014,0
